,id,label,value
6548,v001674,DK,8
11356,v001675,YES,1
21209,v001675,NO,5
31158,v001675,"NA. INAP, no Post interview",0
11357,v001676a,TEMPORARILY LAID OFF,1
21210,v001676a,UNEMPLOYED,2
31159,v001676a,RETIRED,3
4979,v001676a,PERMANENTLY DISABLED,4
5748,v001676a,HOMEMAKER,5
6549,v001676a,STUDENT,6
7414,v001676a,"INAP, 1, 9, 0 in Y5",0
8316,v001676a,RF,9
11358,v001676b,TEMPORARILY LAID OFF,1
21211,v001676b,UNEMPLOYED,2
31160,v001676b,RETIRED,3
4980,v001676b,PERMANENTLY DISABLED,4
5749,v001676b,HOMEMAKER,5
6550,v001676b,STUDENT,6
7415,v001676b,"INAP, 1, 9, 0 in Y5. no further menti",0
11359,v001676c,TEMPORARILY LAID OFF,1
21212,v001676c,UNEMPLOYED,2
31161,v001676c,RETIRED,3
4981,v001676c,PERMANENTLY DISABLED,4
5750,v001676c,HOMEMAKER,5
6551,v001676c,STUDENT,6
7416,v001676c,"INAP, 1, 9, 0 in Y5. no further menti",0
11360,v001677,VERY SATISFIED,1
21213,v001677,SOMEWHAT SATISFIED,2
31162,v001677,SOMEWHAT DISSATISFIED,3
4982,v001677,VERY DISSATISFIED,4
5751,v001677,"NA. INAP, 5, 8, 9, 0 in Y5",0
6552,v001677,DK,8
11361,v001678,WITH OTHER PEOPLE,1
21214,v001678,OR BY YOURSELF,5
31163,v001678,"NA. INAP, 5, 8, 9, 0 in Y5",0
4983,v001678,DON'T KNOW,8
11362,v001679,ALL OF THE TIME,1
21215,v001679,MOST OF THE TIME,2
31164,v001679,SOME OF THE TIME,3
4984,v001679,HARDLY EVER,4
5752,v001679,NEVER,5
6553,v001679,R INSISTS (VOL): NOT APPROPRIATE TO W,7
7417,v001679,"NA. INAP, 5, 8, 9, 0 in Y5",0
8317,v001679,DON'T KNOW,8
9172,v001679,RF,9
11363,v001680,ALL OF THE TIME,1
21216,v001680,MOST OF THE TIME,2
31165,v001680,SOME OF THE TIME,3
4985,v001680,HARDLY EVER,4
5753,v001680,NEVER,5
6554,v001680,"NA. INAP, 5, 8, 9, 0 in Y5. 7 in Y8",0
7418,v001680,DON'T KNOW,8
8318,v001680,RF,9
11364,v001681,ALL OF THE TIME,1
21217,v001681,MOST OF THE TIME,2
31166,v001681,SOME OF THE TIME,3
4986,v001681,HARDLY EVER,4
5754,v001681,NEVER,5
6555,v001681,"NA. INAP, 5, 8, 9, 0 in Y5. 7 in Y8",0
7419,v001681,DK,8
8319,v001681,RF,9
11365,v001682,EXTREMELY WELL,1
21218,v001682,QUITE WELL,2
31167,v001682,NOT TOO WELL,3
4987,v001682,NOT WELL AT ALL,4
5755,v001682,"NA. INAP, 5, 8, 9, 0 in Y5. 7 in Y8",0
6556,v001682,DON'T KNOW,8
7420,v001682,RF,9
11366,v001683,ALL WHITE,1
21219,v001683,MOSTLY WHITE,2
31168,v001683,ABOUT HALF AND HALF,3
4988,v001683,MOSTLY BLACK,4
5756,v001683,ALL BLACK,5
6557,v001683,R VOLUNTEERS: OTHER (SPECIFY),7
7421,v001683,"NA. INAP, 5, 8, 9, 0 in Y5. 7 in Y8",0
8320,v001683,DON'T KNOW,8
9173,v001683,RF,9
11367,v001684,WITH OTHER PEOPLE,1
21220,v001684,OR BY YOURSELF,5
31169,v001684,"NA. INAP, 1, 9, 0 in Y5. unemployed,",0
11368,v001685,ALL OF THE TIME,1
21221,v001685,MOST OF THE TIME,2
31170,v001685,SOME OF THE TIME,3
4989,v001685,HARDLY EVER,4
5757,v001685,NEVER,5
6558,v001685,R INSISTS (VOL): WAS NOT APPROPRIATE,7
7422,v001685,"NA. INAP, 1, 9, 0 in Y5. unemployed,",0
11369,v001686,ALL OF THE TIME,1
21222,v001686,MOST OF THE TIME,2
31171,v001686,SOME OF THE TIME,3
4990,v001686,HARDLY EVER,4
5758,v001686,NEVER,5
6559,v001686,"NA. INAP, 1, 9, 0 in Y5. unemployed,",0
11370,v001687,ALL OF THE TIME,1
21223,v001687,MOST OF THE TIME,2
31172,v001687,SOME OF THE TIME,3
4991,v001687,HARDLY EVER,4
5759,v001687,NEVER,5
6560,v001687,"NA. INAP, 1, 9, 0 in Y5. unemployed,",0
11371,v001688,EXTREMELY WELL,1
21224,v001688,QUITE WELL,2
31173,v001688,NOT TOO WELL,3
4992,v001688,NOT WELL AT ALL,4
5760,v001688,"NA. INAP, 1, 9, 0 in Y5. unemployed,",0
11372,v001689,WITH OTHER PEOPLE,1
21225,v001689,OR BY YOURSELF,5
31174,v001689,"NA. INAP, 1, 9, 0 in Y5. not retired",0
11373,v001690,ALL OF THE TIME,1
21226,v001690,MOST OF THE TIME,2
31175,v001690,SOME OF THE TIME,3
4993,v001690,HARDLY EVER,4
5761,v001690,NEVER,5
6561,v001690,R INSISTS (VOL): WAS NOT APPROPRIATE,7
7423,v001690,"NA. INAP, 1, 9, 0 in Y5. not retired",0
8321,v001690,DON'T KNOW,8
11374,v001691,ALL OF THE TIME,1
21227,v001691,MOST OF THE TIME,2
31176,v001691,SOME OF THE TIME,3
4994,v001691,HARDLY EVER,4
5762,v001691,NEVER,5
6562,v001691,"NA. INAP, 1, 9, 0 in Y5. not retired",0
7424,v001691,DON'T KNOW,8
8322,v001691,RF,9
11375,v001692,ALL OF THE TIME,1
21228,v001692,MOST OF THE TIME,2
31177,v001692,SOME OF THE TIME,3
4995,v001692,HARDLY EVER,4
5763,v001692,NEVER,5
6563,v001692,"NA. INAP, 1, 9, 0 in Y5. not retired",0
7425,v001692,DON'T KNOW,8
11376,v001693,EXTREMELY WELL,1
21229,v001693,QUITE WELL,2
31178,v001693,NOT TOO WELL,3
4996,v001693,NOT WELL AT ALL,4
5764,v001693,"NA. INAP, 1, 9, 0 in Y5. not retired",0
6564,v001693,DON'T KNOW,8
11377,v001694,WITH OTHER PEOPLE,1
21230,v001694,OR BY YOURSELF,5
31179,v001694,"NA. INAP, 8,9,NA in Y5. 2,4,5,6,8,9 i",0
4997,v001694,DK,8
11378,v001695,ALL OF THE TIME,1
21231,v001695,MOST OF THE TIME,2
31180,v001695,SOME OF THE TIME,3
4998,v001695,HARDLY EVER,4
5765,v001695,NEVER,5
6565,v001695,R INSISTS (VOL): WAS NOT APPROPRIATE,7
7426,v001695,"NA. INAP, 8,9,NA in Y5. 2,4,5,6,8,9 i",0
8323,v001695,DK,8
9174,v001695,RF,9
11379,v001696,ALL OF THE TIME,1
21232,v001696,MOST OF THE TIME,2
31181,v001696,SOME OF THE TIME,3
4999,v001696,HARDLY EVER,4
5766,v001696,NEVER,5
6566,v001696,"NA. INAP, 8,9,NA in Y5. 2,4,5,6,8,9 i",0
7427,v001696,DK,8
8324,v001696,RF,9
11380,v001697,ALL OF THE TIME,1
21233,v001697,MOST OF THE TIME,2
31182,v001697,SOME OF THE TIME,3
41000,v001697,HARDLY EVER,4
5767,v001697,NEVER,5
6567,v001697,"NA. INAP, 8,9,NA in Y5. 2,4,5,6,8,9 i",0
7428,v001697,DK,8
8325,v001697,RF,9
11381,v001698,EXTREMELY WELL,1
21234,v001698,QUITE WELL,2
31183,v001698,NOT TOO WELL,3
41001,v001698,NOT WELL AT ALL,4
5768,v001698,"NA. INAP, 8,9,NA in Y5. 2,4,5,6,8,9 i",0
6568,v001698,DK,8
7429,v001698,RF,9
11382,v001699,YES,1
21235,v001699,NO,5
31184,v001699,"NA. INAP, no Post interview",0
11383,v001700,YES,1
21236,v001700,NO,5
31185,v001700,"NA. INAP, 5, 8, 9, 0 in Z1",0
41002,v001700,RF,9
11384,v001701,YES,1
21237,v001701,NO,5
31186,v001701,"NA. INAP, 5, 8, 9, 0 in Z3",0
11385,v001702,YES,1
21238,v001702,NO,5
31187,v001702,"NA. INAP, 5, 8, 9, 0 in Z5",0
11386,v001703,SPOUSE OR PARTNER (A PARTNER IS LIKE,1
21239,v001703,"OTHER RELATIVE, OR",3
31188,v001703,UNRELATED BY BLOOD OR MARRIAGE,5
41003,v001703,"NA. INAP, 5, 8, 9, 0 in Z1",0
5769,v001703,DK,8
6569,v001703,RF,9
11387,v001704,MALE,1
21240,v001704,FEMALE,5
31189,v001704,"NA. INAP, 5, 8, 9, 0 in Z1",0
41004,v001704,DK,8
5770,v001704,RF,9
11388,v001705,YES,1
21241,v001705,NO,5
31190,v001705,"NA. INAP, 1, 3, 0 in Z9",0
41005,v001705,DK,8
5771,v001705,RF,9
11389,v001706,YES,1
21242,v001706,NO,5
31191,v001706,"NA. INAP, 1, 3, 0 in Z9",0
41006,v001706,DK,8
5772,v001706,RF,9
11390,v001707,YES,1
21243,v001707,NO,5
31192,v001707,"NA. INAP, 1, 3, 0 in Z9",0
41007,v001707,DK,8
5773,v001707,RF,9
11391,v001708,OFTEN,1
21244,v001708,SOMETIMES,3
31193,v001708,RARELY,5
41008,v001708,NEVER,7
5774,v001708,"NA. INAP, 5, 8, 9, 0 in Z1",0
6570,v001708,DK,8
7430,v001708,RF,9
11392,v001709,A GREAT DEAL,1
21245,v001709,AN AVERAGE AMOUNT,3
31194,v001709,NOT MUCH AT ALL,5
41009,v001709,"NA. INAP, 5, 8, 9, 0 in Z1",0
5775,v001709,DK - DON'T PROBE,8
6571,v001709,RF - DON'T PROBE,9
11393,v001710,AL GORE,1
21246,v001710,GEORGE W BUSH,3
31195,v001710,SOME OTHER CANDIDATE (SPECIFY),5
41010,v001710,DIDN'T VOTE,7
5776,v001710,INELIGIBLE TO VOTE (VOL),8
6572,v001710,"NA. INAP, 5, 8, 9, 0 in Z1",0
7431,v001710,DK - DON'T PROBE,98
8326,v001710,RF - DON'T PROBE,99
11394,v001711,SPOUSE OR PARTNER (A PARTNER IS LIKE,1
21247,v001711,"OTHER RELATIVE, OR",3
31196,v001711,UNRELATED BY BLOOD OR MARRIAGE,5
41011,v001711,"NA. INAP, 5, 8, 9, 0 in Z3",0
5777,v001711,RF,9
11395,v001712,MALE,1
21248,v001712,FEMALE,5
31197,v001712,"NA. INAP, 5, 8, 9, 0 in Z3",0
41012,v001712,RF,9
11396,v001713,YES,1
21249,v001713,NO,5
31198,v001713,"NA. INAP, 1, 3, 0 in Z13",0
41013,v001713,RF,9
11397,v001714,YES,1
21250,v001714,NO,5
31199,v001714,"NA. INAP, 1, 3, 0 in Z13",0
41014,v001714,RF,9
11398,v001715,YES,1
21251,v001715,NO,5
31200,v001715,"NA. INAP, 1, 3, 0 in Z13",0
41015,v001715,RF,9
11399,v001716,OFTEN,1
21252,v001716,SOMETIMES,3
31201,v001716,RARELY,5
41016,v001716,NEVER,7
5778,v001716,"NA. INAP, 5, 8, 9, 0 in Z3",0
6573,v001716,RF,9
11400,v001717,A GREAT DEAL,1
21253,v001717,"AN AVERAGE AMOUNT, OR",3
31202,v001717,NOT MUCH AT ALL,5
41017,v001717,"NA. INAP, 5, 8, 9, 0 in Z3",0
5779,v001717,DK - DON'T PROBE,8
6574,v001717,RF - DON'T PROBE,9
11401,v001718,AL GORE,1
21254,v001718,GEORGE W BUSH,3
31203,v001718,SOME OTHER CANDIDATE (SPECIFY),5
41018,v001718,DIDN'T VOTE,7
5780,v001718,INELIGIBLE TO VOTE (VOL),8
6575,v001718,"NA. INAP, 5, 8, 9, 0 in Z3",0
7432,v001718,DK - DON'T PROBE,98
8327,v001718,RF - DON'T PROBE,99
11402,v001719,SPOUSE OR PARTNER (A PARTNER IS LIKE,1
21255,v001719,"OTHER RELATIVE, OR",3
31204,v001719,UNRELATED BY BLOOD OR MARRIAGE,5
41019,v001719,"NA. INAP, 5, 8, 9, 0 in Z5",0
11403,v001720,MALE,1
21256,v001720,FEMALE,5
31205,v001720,"NA. INAP, 5, 8, 9, 0 in Z5",0
41020,v001720,DK,8
11404,v001721,YES,1
21257,v001721,NO,5
31206,v001721,"NA. INAP, 1, 3, 0 in Z17",0
11405,v001722,YES,1
21258,v001722,NO,5
31207,v001722,"NA. INAP, 1, 3, 0 in Z17",0
11406,v001723,YES,1
21259,v001723,NO,5
31208,v001723,"NA. INAP, 1, 3, 0 in Z17",0
11407,v001724,OFTEN,1
21260,v001724,SOMETIMES,3
31209,v001724,"RARELY, OR",5
41021,v001724,NEVER,7
5781,v001724,"NA. INAP, 5, 8, 9, 0 in Z5",0
11408,v001725,A GREAT DEAL,1
21261,v001725,"AN AVERAGE AMOUNT, OR",3
31210,v001725,NOT MUCH AT ALL,5
41022,v001725,"NA. INAP, 5, 8, 9, 0 in Z5",0
5782,v001725,DK - DON'T PROBE,8
11409,v001726,AL GORE,1
21262,v001726,GEORGE W BUSH,3
31211,v001726,SOME OTHER CANDIDATE (SPECIFY) (SPEC,5
41023,v001726,DIDN'T VOTE,7
5783,v001726,INELIGIBLE TO VOTE (VOL),8
6576,v001726,"NA. INAP, 5, 8, 9, 0 in Z1",0
7433,v001726,DK - DON'T PROBE,98
11410,v001727,SPOUSE OR PARTNER (A PARTNER IS LIKE,1
21263,v001727,"OTHER RELATIVE, OR",3
31212,v001727,UNRELATED BY BLOOD OR MARRIAGE,5
41024,v001727,"NA. INAP, 5, 8, 9, 0 in Z7",0
11411,v001728,MALE,1
21264,v001728,FEMALE,5
31213,v001728,"NA. INAP, 5, 8, 9, 0 in Z7",0
11412,v001729,YES,1
21265,v001729,NO,5
31214,v001729,"NA. INAP, 1, 3, 0 in Z21",0
11413,v001730,YES,1
21266,v001730,NO,5
31215,v001730,"NA. INAP, 1, 3, 0 in Z21",0
11414,v001731,YES,1
21267,v001731,NO,5
31216,v001731,"NA. INAP, 1, 3, 0 in Z21",0
11415,v001732,OFTEN,1
21268,v001732,SOMETIMES,3
31217,v001732,"RARELY, OR",5
41025,v001732,NEVER,7
5784,v001732,"NA. INAP, 5, 8, 9, 0 in Z7",0
11416,v001752,Democratic names first (FTF: BLUE BAL,1
21269,v001752,Republican names first (FTF: GOLD BAL,2
31218,v001752,"INAP, 1-3, 8, 9, 0 in C1. Washington",0
11417,v001753,"Gore 2nd, GW Bush 3rd, Nader 4th",1
21270,v001753,"Gore 2nd, Nader 3rd, GW Bush 4th",2
31219,v001753,"GW Bush 2nd, Gore 3rd, Nader 4th",3
41026,v001753,"GW Bush 2nd, Nader 3rd, Gore 4th",4
5785,v001753,"Nader 2nd , Gore 3rd, GW Bush 4th",5
6577,v001753,"Nader 2nd, GW Bush 3rd, Gore 4th",6
7434,v001753,"INAP, no Post IW",0
7435,v001754,"Inap, no Post interview",0
8328,v001754,NA. no Democratic candidate,99
7436,v001755,"Inap, no Post interview",0
8329,v001755,NA. no Republican candidate,99
7437,v001756,"Inap, no Post interview",0
8330,v001756,NA. no retiring House representative,99
7438,v001757,"Inap, no Post interview",0
8331,v001757,"NA. INAP, no Democratic Senate candi",99
7439,v001758,"Inap, no Post interview",0
8332,v001758,"NA. INAP, no Republican Senate candi",99
5786,v001759,"Inap, no Post interview",0
6578,v001759,"NA. INAP, no independent incumbent H",99
25110,v001760,"Inap, no Post interview",0
25111,v001761,"Inap, no Post interview",0
25112,v001762,"Inap, no Post interview",0
25113,v001763,"Inap, no Post interview",0
25114,v001764,"Inap, no Post interview",0
25115,v001765,"Inap, no Post interview",0
25116,v001766,"Inap, no Post interview",0
25117,v001767,"Inap, no Post interview",0
25118,v001768,"Inap, no Post interview",0
25119,v001769,"Inap, no Post interview",0
25120,v001770,"Inap, no Post interview",0
25121,v001771,"Inap, no Post interview",0
25122,v001772,"Inap, no Post interview",0
25123,v001773,"Inap, no Post interview",0
25124,v001774,"Inap, no Post interview",0
25125,v001775,"Inap, no Post interview",0
25126,v001776,"Inap, no Post interview",0
25127,v001777,"Inap, no Post interview",0
25128,v001778,"Inap, no Post interview",0
25129,v001779,"Inap, no Post interview",0
25130,v001780,"Inap, no Post interview",0
25131,v001781,"Inap, no Post interview",0
25132,v001782,"Inap, no Post interview",0
25133,v001783,"Inap, no Post interview",0
11418,v001784,"Democratic House candidate first, Rep",1
21271,v001784,"Republican House candidate first, Dem",2
31220,v001784,"Inap, no Post interview",0
11419,v001785,"Gore 2nd, GW Bush 3rd, Buchanan 4th",1
21272,v001785,"Gore 2nd, Buchanan 3rd, GW Bush 4th",2
31221,v001785,"GW Bush 2nd, Gore 3rd, Buchanan 4th",3
41027,v001785,"GW Bush 2nd, Buchanan 3rd, Gore 4th",4
5787,v001785,"Buchanan 2nd , Gore 3rd, GW Bush 4th",5
6579,v001785,"Buchanan 2nd, GW Bush 3rd, Gore 4th",6
7440,v001785,"Inap, no Post interview",0
11420,v001786,"Democratic House candidate 5th, Repub",1
21273,v001786,"Republican House candidate 5th, Democ",2
31222,v001786,"Inap, no Post interview",0
11421,v001787,"Democratic Party 7th, Republican Part",1
21274,v001787,"Democratic Party 7th, Reform Party 8t",2
31223,v001787,"Republican Party 7th, Democratic Part",3
41028,v001787,"Republican Party 7th, Reform Party 8t",4
5788,v001787,"Reform Party 7th , Democratic Party 8",5
6580,v001787,"Reform Party 7th, Republican Party 8t",6
7441,v001787,"Inap, no Post interview",0
11422,v001788,"Democratic House candidate 1st, Repub",1
21275,v001788,"Republican House candidate 1st, Democ",2
31224,v001788,"Inap, no Post interview",0
11423,v001789,"Democratic House candidate 1st, Repub",1
21276,v001789,"Republican House candidate 1st, Democ",2
31225,v001789,"Inap, no Post interview",0
11424,v001790,"Blacks 2nd, Hispanic-Americans 3rd, A",1
21277,v001790,"Blacks 2nd, Asian-Americans 3rd, Hisp",2
31226,v001790,"Hispanic-Americans 2nd, Blacks 3rd, A",3
41029,v001790,"Hispanic-Americans 2nd, Asian-America",4
5789,v001790,"Asian-Americans 2nd , Blacks 3rd, His",5
6581,v001790,"Asian-Americans 2nd, Hispanic-America",6
7442,v001790,"Inap, no Post interview",0
11425,v001791,"Blacks 2nd, Hispanic-Americans 3rd, A",1
21278,v001791,"Blacks 2nd, Asian-Americans 3rd, Hisp",2
31227,v001791,"Hispanic-Americans 2nd, Blacks 3rd, A",3
41030,v001791,"Hispanic-Americans 2nd, Asian-America",4
5790,v001791,"Asian-Americans 2nd , Blacks 3rd, His",5
6582,v001791,"Asian-Americans 2nd, Hispanic-America",6
7443,v001791,"Inap, no Post interview",0
11426,v001792,"Blacks 2nd, Hispanic-Americans 3rd, A",1
21279,v001792,"Blacks 2nd, Asian-Americans 3rd, Hisp",2
31228,v001792,"Hispanic-Americans 2nd, Blacks 3rd, A",3
41031,v001792,"Hispanic-Americans 2nd, Asian-America",4
5791,v001792,"Asian-Americans 2nd , Blacks 3rd, His",5
6583,v001792,"Asian-Americans 2nd, Hispanic-America",6
7444,v001792,"Inap, no Post interview",0
5792,v001793,"Inap, no Post interview",0
6584,v001793,"NA. INAP, administered in the PRE",9
5793,v001794,"Inap, no Post interview",0
6585,v001794,"NA. INAP, administered in the PRE",9
5794,v001795,"Inap, no Post interview",0
6586,v001795,"NA. INAP, administered in the PRE",9
5795,v001796,"Inap, no Post interview",0
6587,v001796,"NA. INAP, administered in the PRE",9
8333,v001797,"Inap, no Post interview",0
9175,v001797,"NA. INAP, administered in the PRE",9
8334,v001798,"Inap, no Post interview",0
9176,v001798,"NA. INAP, administered in the PRE",9
8335,v001799,"Inap, no Post interview",0
9177,v001799,"NA. INAP, administered in the PRE",9
8336,v001800,"Inap, no Post interview",0
9178,v001800,"NA. INAP, administered in the PRE",9
8337,v001801,"Inap, no Post interview",0
9179,v001801,"NA. INAP, administered in the PRE",9
8338,v001802,"Inap, no Post interview",0
9180,v001802,"NA. INAP, administered in the PRE",9
8339,v001803,"Inap, no Post interview",0
9181,v001803,"NA. INAP, administered in the PRE",9
8340,v001804,"Inap, no Post interview",0
8341,v001805,"Inap, no Post interview",0
8342,v001806,"Inap, no Post interview",0
8343,v001807,"Inap, no Post interview",0
8344,v001808,"Inap, no Post interview",0
8345,v001809,"Inap, no Post interview",0
8346,v001810,"Inap, no Post interview",0
11427,v000986,A LOT,1
21280,v000986,SOMEWHAT,3
31229,v000986,NOT MUCH AT ALL,5
41032,v000986,"NA. INAP, 70, 75, 80, 0 in Y6(2). 5,8",0
5796,v000986,DK,8
31230,v000987,"NA. Inap, 0,10,17,18,20,70,71,75,80,8",0
11428,v000988,YES,1
21281,v000988,NO,5
31231,v000988,"NA. Inap, 0,10,17,18,20,70,71,75,80,8",0
11429,v000989,YES,1
21282,v000989,NO,5
31232,v000989,"NA. INAP, 10,15,17,18,20,50,51,70,71,",0
11430,v000990,YES,1
21283,v000990,NO,5
41033,v000990,DK,8
5797,v000990,RF,9
11431,v000991a,RESPONDENT,1
21284,v000991a,R's WIFE OR FEMALE PARTNER,2
31233,v000991a,R's HUSBAND OR MALE PARTNER,3
41034,v000991a,SOMEONE ELSE,4
5798,v000991a,"NA. INAP, 0,5,8,9 in Y25",0
6588,v000991a,RF,9
11432,v000991b,RESPONDENT,1
21285,v000991b,R's WIFE OR FEMALE PARTNER,2
31234,v000991b,R's HUSBAND OR MALE PARTNER,3
41035,v000991b,SOMEONE ELSE,4
5799,v000991b,"NA. INAP, 0,5,8,9 in Y25. no further",0
11433,v000991c,RESPONDENT,1
21286,v000991c,R's WIFE OR FEMALE PARTNER,2
31235,v000991c,R's HUSBAND OR MALE PARTNER,3
41036,v000991c,SOMEONE ELSE,4
5800,v000991c,"NA. INAP, 0,5,8,9 in Y25. no further",0
21287,v000992,"YES, R IS ONLY HH MEMBER 14+",1
31236,v000992,"NO, THERE ARE OTHER HH MEMBERS 14+",5
11434,v000993,"A. NONE OR LESS THAN $4,999",1
21288,v000993,"B. $5,000-$9,999",2
31237,v000993,"C. $10,000-$14,999",3
41037,v000993,"D. $15,000-$24,999",4
5801,v000993,"E. $25,000-$34,999",5
6589,v000993,"F. $35,000-$49,999",6
7445,v000993,"G. $50,000-$64,999",7
8347,v000993,"H. $65,000-$74,999",8
9182,v000993,"J. $75,000-$84,999",9
10148,v000993,"K. $85,000-$94,999",10
11435,v000993,"M. $95,000-$104,999",11
12138,v000993,"N. $105,000-$114,999",12
13135,v000993,"P. $115,000-$124,999",13
14131,v000993,"Q. $125,000-$134,999",14
15128,v000993,"R. $135,000-$144,999",15
16119,v000993,"S. $145,000-$154,999",16
17110,v000993,"T. $155,000-$164,999",17
18107,v000993,"U. $165,000-$174,999",18
19101,v000993,"V. $175,000-$184,999",19
2026,v000993,"W. $185,000-$194,999",20
21289,v000993,"X. $195,000-$199,999",21
22113,v000993,"Y. $200,000 and over",22
24110,v000993,"INAP, 1,9 in Y26",96
25134,v000993,DK,98
26106,v000993,Z. REFUSED,99
11436,v000994,"A. NONE OR LESS THAN $4,999",1
21290,v000994,"B. $5,000-$9,999",2
31238,v000994,"C. $10,000-$14,999",3
41038,v000994,"D. $15,000-$24,999",4
5802,v000994,"E. $25,000-$34,999",5
6590,v000994,"F. $35,000-$49,999",6
7446,v000994,"G. $50,000-$64,999",7
8348,v000994,"H. $65,000-$74,999",8
9183,v000994,"J. $75,000-$84,999",9
10149,v000994,"K. $85,000-$94,999",10
11437,v000994,"M. $95,000-$104,999",11
12139,v000994,"N. $105,000-$114,999",12
13136,v000994,"P. $115,000-$124,999",13
14132,v000994,"Q. $125,000-$134,999",14
15129,v000994,"R. $135,000-$144,999",15
16120,v000994,"S. $145,000-$154,999",16
17111,v000994,"T. $155,000-$164,999",17
18108,v000994,"U. $165,000-$174,999",18
19102,v000994,"V. $175,000-$184,999",19
2027,v000994,"W. $185,000-$194,999",20
21291,v000994,"X. $195,000-$199,999",21
22114,v000994,"Y. $200,000 and over",22
23110,v000994,NA (9 in Y26),0
24111,v000994,DK,98
25135,v000994,Z. REFUSED,99
11438,v000995,"A. NONE OR LESS THAN $4,999",1
21292,v000995,"B. $5,000-$9,999",2
31239,v000995,"C. $10,000-$14,999",3
41039,v000995,"D. $15,000-$24,999",4
5803,v000995,"E. $25,000-$34,999",5
6591,v000995,"F. $35,000-$49,999",6
7447,v000995,"G. $50,000-$64,999",7
8349,v000995,"H. $65,000-$74,999",8
9184,v000995,"J. $75,000-$84,999",9
10150,v000995,"K. $85,000-$94,999",10
11439,v000995,"M. $95,000-$104,999",11
12140,v000995,"N. $105,000-$114,999",12
13137,v000995,"P. $115,000-$124,999",13
14133,v000995,"Q. $125,000-$134,999",14
15130,v000995,"R. $135,000-$144,999",15
16121,v000995,"S. $145,000-$154,999",16
17112,v000995,"T. $155,000-$164,999",17
18109,v000995,"U. $165,000-$174,999",18
19103,v000995,"V. $175,000-$184,999",19
2028,v000995,"W. $185,000-$194,999",20
21293,v000995,"X. $195,000-$199,999",21
22115,v000995,"Y. $200,000 and over",22
23111,v000995,"INAP, 1,9 in Y26",96
24112,v000995,DK,98
25136,v000995,Z. REFUSED,99
11440,v000996,"A. NONE OR LESS THAN $4,999",1
21294,v000996,"B. $5,000-$9,999",2
31240,v000996,"C. $10,000-$14,999",3
41040,v000996,"D. $15,000-$24,999",4
5804,v000996,"E. $25,000-$34,999",5
6592,v000996,"F. $35,000-$49,999",6
7448,v000996,"G. $50,000-$64,999",7
8350,v000996,"H. $65,000-$74,999",8
9185,v000996,"J. $75,000-$84,999",9
10151,v000996,"K. $85,000-$94,999",10
11441,v000996,"M. $95,000-$104,999",11
12141,v000996,"N. $105,000-$114,999",12
13138,v000996,"P. $115,000-$124,999",13
14134,v000996,"Q. $125,000-$134,999",14
15131,v000996,"R. $135,000-$144,999",15
16122,v000996,"S. $145,000-$154,999",16
17113,v000996,"T. $155,000-$164,999",17
18110,v000996,"U. $165,000-$174,999",18
19104,v000996,"V. $175,000-$184,999",19
2029,v000996,"W. $185,000-$194,999",20
21295,v000996,"X. $195,000-$199,999",21
22116,v000996,"Y. $200,000 and over",22
23112,v000996,"INAP, 5,9 in Y26",96
24113,v000996,DK,98
25137,v000996,Z. REFUSED,99
11442,v000997,"A. NONE OR LESS THAN $4,999",1
21296,v000997,"B. $5,000-$9,999",2
31241,v000997,"C. $10,000-$14,999",3
41041,v000997,"D. $15,000-$24,999",4
5805,v000997,"E. $25,000-$34,999",5
6593,v000997,"F. $35,000-$49,999",6
7449,v000997,"G. $50,000-$64,999",7
8351,v000997,"H. $65,000-$74,999",8
9186,v000997,"J. $75,000-$84,999",9
10152,v000997,"K. $85,000-$94,999",10
11443,v000997,"M. $95,000-$104,999",11
12142,v000997,"N. $105,000-$114,999",12
13139,v000997,"P. $115,000-$124,999",13
14135,v000997,"Q. $125,000-$134,999",14
15132,v000997,"R. $135,000-$144,999",15
16123,v000997,"S. $145,000-$154,999",16
17114,v000997,"T. $155,000-$164,999",17
18111,v000997,"U. $165,000-$174,999",18
19105,v000997,"V. $175,000-$184,999",19
2030,v000997,"W. $185,000-$194,999",20
21297,v000997,"X. $195,000-$199,999",21
22117,v000997,"Y. $200,000 and over",22
23113,v000997,NA (9 in Y26),0
24114,v000997,DK,98
25138,v000997,Z. REFUSED,99
11444,v000998,YES,1
21298,v000998,NO,5
41042,v000998,DK,8
5806,v000998,RF,9
21299,v000999,WORKING CLASS,5
31242,v000999,OTHER (SPECIFY),7
41043,v000999,"NA. INAP, 5,8,9,0 in Y29",0
11445,v001000,MIDDLE CLASS,1
21300,v001000,WORKING CLASS,5
31243,v001000,OTHER (SPECIFY),7
41044,v001000,"NA. INAP, 0 in Y29. 1,5 or NA in Y29a",0
5807,v001000,DK,8
6594,v001000,RF,9
11446,v001001,AVERAGE MIDDLE,1
21301,v001001,UPPER MIDDLE,5
31244,v001001,"NA. INAP, 0 in 429. 5 or NA in Y29a.",0
41045,v001001,DK,8
5808,v001001,RF,9
11447,v001002,CLOSE,1
21302,v001002,NOT CLOSE,5
31245,v001002,"NA. INAP, 0 in 429. 5 or NA in Y29a.",0
41046,v001002,DK,8
5809,v001002,RF,9
11448,v001003,AVERAGE WORKING,1
21303,v001003,UPPER WORKING,5
31246,v001003,"NA. INAP, 0 in Y29. 1 or NA in Y29a.",0
