"","id","label","value"
"2442","v161402","1. Selected","1"
"3435","v161402","-9. Refused question","-9"
"4405","v161402","-5. Interview breakoff (sufficient partial IW)","-5"
"5283","v161402","-1. INAP, 0,-9 in V161363a and 0,-9 in V161363c","-1"
"1537","v161403","0. Not selected","0"
"2443","v161403","1. Selected","1"
"3436","v161403","-9. Refused question","-9"
"4406","v161403","-5. Interview breakoff (sufficient partial IW)","-5"
"5284","v161403","-1. INAP, 0,-9 in V161363a and 0,-9 in V161363c","-1"
"1538","v161404","0. Not selected","0"
"2444","v161404","1. Selected","1"
"3437","v161404","-9. Refused question","-9"
"4407","v161404","-5. Interview breakoff (sufficient partial IW)","-5"
"5285","v161404","-1. INAP, 0,-9 in V161363a and 0,-9 in V161363c","-1"
"1539","v161405","0. Not selected","0"
"2445","v161405","1. Selected","1"
"3438","v161405","-9. Refused question","-9"
"4408","v161405","-5. Interview breakoff (sufficient partial IW)","-5"
"5286","v161405","-1. INAP, 0,-9 in V161363a and 0,-9 in V161363c","-1"
"1540","v161406","0. Not selected","0"
"2446","v161406","1. Selected","1"
"3439","v161406","-9. Refused question","-9"
"4409","v161406","-5. Interview breakoff (sufficient partial IW)","-5"
"5287","v161406","-1. INAP, 0,-9 in V161363a and 0,-9 in V161363c","-1"
"1541","v161407","0. Not selected","0"
"2447","v161407","1. Selected","1"
"3440","v161407","-9. Refused question","-9"
"4410","v161407","-5. Interview breakoff (sufficient partial IW)","-5"
"5288","v161407","-1. INAP, 0,-9 in V161363a and 0,-9 in V161363c","-1"
"1542","v161408","0. Not selected","0"
"2448","v161408","1. Selected","1"
"3441","v161408","-9. Refused question","-9"
"4411","v161408","-5. Interview breakoff (sufficient partial IW)","-5"
"5289","v161408","-1. INAP, 0,-9 in V161363a and 0,-9 in V161363c","-1"
"1543","v161409","0. Not selected","0"
"2449","v161409","1. Selected","1"
"3442","v161409","-9. Refused question","-9"
"4412","v161409","-5. Interview breakoff (sufficient partial IW)","-5"
"5290","v161409","-1. INAP, 0,-9 in V161363a and 0,-9 in V161363c","-1"
"1544","v161410","0. Not selected","0"
"2450","v161410","1. Selected","1"
"3443","v161410","-9. Refused question","-9"
"4413","v161410","-5. Interview breakoff (sufficient partial IW)","-5"
"5291","v161410","-1. INAP, 0,-9 in V161363a and 0,-9 in V161363c","-1"
"1545","v161411","0. Not selected","0"
"2451","v161411","1. Selected","1"
"3444","v161411","-9. Refused question","-9"
"4414","v161411","-5. Interview breakoff (sufficient partial IW)","-5"
"5292","v161411","-1. INAP, 0,-9 in V161363a and 0,-9 in V161363c","-1"
"1546","v161412","0. Not selected","0"
"2452","v161412","1. Selected","1"
"3445","v161412","-9. Refused question","-9"
"4415","v161412","-5. Interview breakoff (sufficient partial IW)","-5"
"5293","v161412","-1. INAP, 0,-9 in V161363a and 0,-9 in V161363c and 1 in V161309/ 2,-8,-9 in V161309","-1"
"1547","v161413","0. Not selected","0"
"2453","v161413","1. Selected","1"
"3446","v161413","-9. Refused question","-9"
"4416","v161413","-5. Interview breakoff (sufficient partial IW)","-5"
"5294","v161413","-1. INAP, 0,-9 in V161363a and 0,-9 in V161363c and 1 in V161309/ 2,-8,-9 in V161309","-1"
"1548","v161414","0. Not selected","0"
"2454","v161414","1. Selected","1"
"3447","v161414","-9. Refused question","-9"
"4417","v161414","-5. Interview breakoff (sufficient partial IW)","-5"
"5295","v161414","-1. INAP, 0,-9 in V161363a and 0,-9 in V161363c and 1 in V161309/ 2,-8,-9 in V161309","-1"
"1549","v161415","0. Not selected","0"
"2455","v161415","1. Selected","1"
"3448","v161415","-9. Refused question","-9"
"4418","v161415","-5. Interview breakoff (sufficient partial IW)","-5"
"5296","v161415","-1. INAP, 0,-9 in V161363a and 0,-9 in V161363c and 1 in V161309/ 2,-8,-9 in V161309","-1"
"1550","v161416","0. Not selected","0"
"2456","v161416","1. Selected","1"
"3449","v161416","-9. Refused question","-9"
"4419","v161416","-5. Interview breakoff (sufficient partial IW)","-5"
"5297","v161416","-1. INAP, 0,-9 in V161363a and 0,-9 in V161363c and 1 in V161309/ 2,-8,-9 in V161309","-1"
"1551","v161417","0. Not selected","0"
"2457","v161417","1. Selected","1"
"3450","v161417","-9. Refused question","-9"
"4420","v161417","-5. Interview breakoff (sufficient partial IW)","-5"
"5298","v161417","-1. INAP, 0,-9 in V161363a and 0,-9 in V161363c and 1 in V161309/ 2,-8,-9 in V161309","-1"
"1552","v161418","0. Not selected","0"
"2458","v161418","1. Selected","1"
"3451","v161418","-9. Refused question","-9"
"4421","v161418","-5. Interview breakoff (sufficient partial IW)","-5"
"5299","v161418","-1. INAP, 0,-9 in V161363a and 0,-9 in V161363c and 1 in V161309/ 2,-8,-9 in V161309","-1"
"1553","v161419","0. Not selected","0"
"2459","v161419","1. Selected","1"
"3452","v161419","-9. Refused question","-9"
"4422","v161419","-5. Interview breakoff (sufficient partial IW)","-5"
"5300","v161419","-1. INAP, 0,-9 in V161363a and 0,-9 in V161363c and 1 in V161309/ 2,-8,-9 in V161309","-1"
"1554","v161420","0. Not selected","0"
"2460","v161420","1. Selected","1"
"3453","v161420","-9. Refused question","-9"
"4423","v161420","-5. Interview breakoff (sufficient partial IW)","-5"
"5301","v161420","-1. INAP, 0,-9 in V161363a and 0,-9 in V161363c and 1 in V161309/ 2,-8,-9 in V161309","-1"
"1555","v161421","0. Not selected","0"
"2461","v161421","1. Selected","1"
"3454","v161421","-9. Refused question","-9"
"4424","v161421","-5. Interview breakoff (sufficient partial IW)","-5"
"5302","v161421","-1. INAP, 0,-9 in V161363a and 0,-9 in V161363c and 1 in V161309/ 2,-8,-9 in V161309","-1"
"1556","v161422","0. Not selected","0"
"2462","v161422","1. Selected","1"
"3455","v161422","-9. Refused question","-9"
"4425","v161422","-5. Interview breakoff (sufficient partial IW)","-5"
"5303","v161422","-1. INAP, 0,-9 in V161363a and 0,-9 in V161363c and 1 in V161309/ 2,-8,-9 in V161309","-1"
"1557","v161423","0. Not selected","0"
"2463","v161423","1. Selected","1"
"3456","v161423","-9. Refused question","-9"
"4426","v161423","-5. Interview breakoff (sufficient partial IW)","-5"
"5304","v161423","-1. INAP, 0,-9 in V161363a and 0,-9 in V161363c and 1 in V161309/ 2,-8,-9 in V161309","-1"
"1558","v161424","0. Not selected","0"
"2464","v161424","1. Selected","1"
"3457","v161424","-9. Refused question","-9"
"4427","v161424","-5. Interview breakoff (sufficient partial IW)","-5"
"5305","v161424","-1. INAP, 0,-9 in V161363a and 0,-9 in V161363c and 1 in V161309/ 2,-8,-9 in V161309","-1"
"1559","v161425","0. Not selected","0"
"2465","v161425","1. Selected","1"
"3458","v161425","-9. Refused question","-9"
"4428","v161425","-5. Interview breakoff (sufficient partial IW)","-5"
"5306","v161425","-1. INAP, 0,-9 in V161363a and 0,-9 in V161363c and 1 in V161309/ 2,-8,-9 in V161309","-1"
"1560","v161426","0. Not selected","0"
"2466","v161426","1. Selected","1"
"3459","v161426","-9. Refused question","-9"
"4429","v161426","-5. Interview breakoff (sufficient partial IW)","-5"
"5307","v161426","-1. INAP, 0,-9 in V161363a and 0,-9 in V161363c and 1 in V161309/ 2,-8,-9 in V161309","-1"
"1561","v161427","0. Not selected","0"
"2467","v161427","1. Selected","1"
"3460","v161427","-9. Refused question","-9"
"4430","v161427","-5. Interview breakoff (sufficient partial IW)","-5"
"5308","v161427","-1. INAP, 0,-9 in V161363a and 0,-9 in V161363c and 1 in V161309/ 2,-8,-9 in V161309","-1"
"1562","v161428","0. Not selected","0"
"2468","v161428","1. Selected","1"
"3461","v161428","-9. Refused question","-9"
"4431","v161428","-5. Interview breakoff (sufficient partial IW)","-5"
"5309","v161428","-1. INAP, 0,-9 in V161363e","-1"
"1563","v161429","0. Not selected","0"
"2469","v161429","1. Selected","1"
"3462","v161429","-9. Refused question","-9"
"4432","v161429","-5. Interview breakoff (sufficient partial IW)","-5"
"5310","v161429","-1. INAP, 0,-9 in V161363e","-1"
"1564","v161430","0. Not selected","0"
"2470","v161430","1. Selected","1"
"3463","v161430","-9. Refused question","-9"
"4433","v161430","-5. Interview breakoff (sufficient partial IW)","-5"
"5311","v161430","-1. INAP, 0,-9 in V161363e","-1"
"1565","v161431","0. Not selected","0"
"2471","v161431","1. Selected","1"
"3464","v161431","-9. Refused question","-9"
"4434","v161431","-5. Interview breakoff (sufficient partial IW)","-5"
"5312","v161431","-1. INAP, 0,-9 in V161363e","-1"
"1566","v161432","0. Not selected","0"
"2472","v161432","1. Selected","1"
"3465","v161432","-9. Refused question","-9"
"4435","v161432","-5. Interview breakoff (sufficient partial IW)","-5"
"5313","v161432","-1. INAP, 0,-9 in V161363e","-1"
"1567","v161433","0. Not selected","0"
"2473","v161433","1. Selected","1"
"3466","v161433","-9. Refused question","-9"
"4436","v161433","-5. Interview breakoff (sufficient partial IW)","-5"
"5314","v161433","-1. INAP, 0,-9 in V161363e","-1"
"1568","v161434","0. Not selected","0"
"2474","v161434","1. Selected","1"
"3467","v161434","-9. Refused question","-9"
"4437","v161434","-5. Interview breakoff (sufficient partial IW)","-5"
"5315","v161434","-1. INAP, 0,-9 in V161363e","-1"
"1569","v161435","0. Not selected","0"
"2475","v161435","1. Selected","1"
"3468","v161435","-9. Refused question","-9"
"4438","v161435","-5. Interview breakoff (sufficient partial IW)","-5"
"5316","v161435","-1. INAP, 0,-9 in V161363e","-1"
"1570","v161436","0. Not selected","0"
"2476","v161436","1. Selected","1"
"3469","v161436","-9. Refused question","-9"
"4439","v161436","-5. Interview breakoff (sufficient partial IW)","-5"
"5317","v161436","-1. INAP, 0,-9 in V161363e","-1"
"1571","v161437","0. Not selected","0"
"2477","v161437","1. Selected","1"
"3470","v161437","-9. Refused question","-9"
"4440","v161437","-5. Interview breakoff (sufficient partial IW)","-5"
"5318","v161437","-1. INAP, 0,-9 in V161363e","-1"
"1572","v161438","0. Not selected","0"
"2478","v161438","1. Selected","1"
"3471","v161438","-9. Refused question","-9"
"4441","v161438","-5. Interview breakoff (sufficient partial IW)","-5"
"5319","v161438","-1. INAP, 0,-9 in V161363e","-1"
"1573","v161439","0. Not selected","0"
"2479","v161439","1. Selected","1"
"3472","v161439","-9. Refused question","-9"
"4442","v161439","-5. Interview breakoff (sufficient partial IW)","-5"
"5320","v161439","-1. INAP, 0,-9 in V161363e","-1"
"1574","v161440","0. Not selected","0"
"2480","v161440","1. Selected","1"
"3473","v161440","-9. Refused question","-9"
"4443","v161440","-5. Interview breakoff (sufficient partial IW)","-5"
"5321","v161440","-1. INAP, 0,-9 in V161363e","-1"
"1575","v161441","0. Not selected","0"
"2481","v161441","1. Selected","1"
"3474","v161441","-9. Refused question","-9"
"4444","v161441","-5. Interview breakoff (sufficient partial IW)","-5"
"5322","v161441","-1. INAP, 0,-9 in V161363e","-1"
"1576","v161442","0. Not selected","0"
"2482","v161442","1. Selected","1"
"3475","v161442","-9. Refused question","-9"
"4445","v161442","-5. Interview breakoff (sufficient partial IW)","-5"
"5323","v161442","-1. INAP, 0,-9 in V161363e","-1"
"1577","v161443","0. Not selected","0"
"2483","v161443","1. Selected","1"
"3476","v161443","-9. Refused question","-9"
"4446","v161443","-5. Interview breakoff (sufficient partial IW)","-5"
"5324","v161443","-1. INAP, 0,-9 in V161363e","-1"
"1578","v161444","0. Not selected","0"
"2484","v161444","1. Selected","1"
"3477","v161444","-9. Refused question","-9"
"4447","v161444","-5. Interview breakoff (sufficient partial IW)","-5"
"5325","v161444","-1. INAP, 0,-9 in V161363d","-1"
"1579","v161445","0. Not selected","0"
"2485","v161445","1. Selected","1"
"3478","v161445","-9. Refused question","-9"
"4448","v161445","-5. Interview breakoff (sufficient partial IW)","-5"
"5326","v161445","-1. INAP, 0,-9 in V161363d","-1"
"1580","v161446","0. Not selected","0"
"2486","v161446","1. Selected","1"
"3479","v161446","-9. Refused question","-9"
"4449","v161446","-5. Interview breakoff (sufficient partial IW)","-5"
"5327","v161446","-1. INAP, 0,-9 in V161363d","-1"
"1581","v161447","0. Not selected","0"
"2487","v161447","1. Selected","1"
"3480","v161447","-9. Refused question","-9"
"4450","v161447","-5. Interview breakoff (sufficient partial IW)","-5"
"5328","v161447","-1. INAP, 0,-9 in V161363d","-1"
"1582","v161448","0. Not selected","0"
"2488","v161448","1. Selected","1"
"3481","v161448","-9. Refused question","-9"
"4451","v161448","-5. Interview breakoff (sufficient partial IW)","-5"
"5329","v161448","-1. INAP, 0,-9 in V161363d","-1"
"1583","v161449","0. Not selected","0"
"2489","v161449","1. Selected","1"
"3482","v161449","-9. Refused question","-9"
"4452","v161449","-5. Interview breakoff (sufficient partial IW)","-5"
"5330","v161449","-1. INAP, 0,-9 in V161363d","-1"
"1584","v161450","0. Not selected","0"
"2490","v161450","1. Selected","1"
"3483","v161450","-9. Refused question","-9"
"4453","v161450","-5. Interview breakoff (sufficient partial IW)","-5"
"5331","v161450","-1. INAP, 0,-9 in V161363d","-1"
"1585","v161451","0. Not selected","0"
"2491","v161451","1. Selected","1"
"3484","v161451","-9. Refused question","-9"
"4454","v161451","-5. Interview breakoff (sufficient partial IW)","-5"
"5332","v161451","-1. INAP, 0,-9 in V161363d","-1"
"1586","v161452","0. Not selected","0"
"2492","v161452","1. Selected","1"
"3485","v161452","-9. Refused question","-9"
"4455","v161452","-5. Interview breakoff (sufficient partial IW)","-5"
"5333","v161452","-1. INAP, 0,-9 in V161363d","-1"
"1587","v161453","0. Not selected","0"
"2493","v161453","1. Selected","1"
"3486","v161453","-9. Refused question","-9"
"4456","v161453","-5. Interview breakoff (sufficient partial IW)","-5"
"5334","v161453","-1. INAP, 0,-9 in V161363d","-1"
"1588","v161454","0. Not selected","0"
"2494","v161454","1. Selected","1"
"3487","v161454","-9. Refused question","-9"
"4457","v161454","-5. Interview breakoff (sufficient partial IW)","-5"
"5335","v161454","-1. INAP, 0,-9 in V161363d","-1"
"1589","v161455","0. Not selected","0"
"2495","v161455","1. Selected","1"
"3488","v161455","-9. Refused question","-9"
"4458","v161455","-5. Interview breakoff (sufficient partial IW)","-5"
"5336","v161455","-1. INAP, 0,-9 in V161363d","-1"
"1590","v161456","0. Not selected","0"
"2496","v161456","1. Selected","1"
"3489","v161456","-9. Refused question","-9"
"4459","v161456","-5. Interview breakoff (sufficient partial IW)","-5"
"5337","v161456","-1. INAP, 0,-9 in V161363d","-1"
"1591","v161457","0. Not selected","0"
"2497","v161457","1. Selected","1"
"3490","v161457","-9. Refused question","-9"
"4460","v161457","-5. Interview breakoff (sufficient partial IW)","-5"
"5338","v161457","-1. INAP, 0,-9 in V161363d","-1"
"1592","v161458","0. Not selected","0"
"2498","v161458","1. Selected","1"
"3491","v161458","-9. Refused question","-9"
"4461","v161458","-5. Interview breakoff (sufficient partial IW)","-5"
"5339","v161458","-1. INAP, 0,-9 in V161363d","-1"
"1593","v161459","0. Not selected","0"
"2499","v161459","1. Selected","1"
"3492","v161459","-9. Refused question","-9"
"4462","v161459","-5. Interview breakoff (sufficient partial IW)","-5"
"5340","v161459","-1. INAP, 0,-9 in V161363d","-1"
"1594","v161460","0. Not selected","0"
"2500","v161460","1. Selected","1"
"3493","v161460","-9. Refused question","-9"
"4463","v161460","-5. Interview breakoff (sufficient partial IW)","-5"
"5341","v161460","-1. INAP, 0,-9 in V161363d","-1"
"1595","v161461x","0. No additional preload (4 default newspapers )","0"
"2501","v161461x","1. One additional preload (5 total newspapers)","1"
"3494","v161461x","2. Two additional preloads (6 total newspapers)","2"
"4464","v161461x","3. Three additional newspaper preloads (7 total newspapers)","3"
"5342","v161461x","4. Four additional newspaper preloads (8 total newspapers)","4"
"6159","v161461x","5. Five additional newspaper preloads (9 total newspapers)","5"
"7147","v161461x","6. Six additional newspaper preloads (10 total newspapers)","6"
"873","v161461x","7. Seven additional newspaper preloads (11 total newspapers)","7"
"1596","v161462","-5. Interview breakoff (sufficient partial IW)","-5"
"2502","v161462","-3. Restricted access, not available, protection of respondent anonymity","-3"
"3495","v161462","-1. INAP, 0,-9 in V161363b","-1"
"1597","v161463","-5. Interview breakoff (sufficient partial IW)","-5"
"2503","v161463","-3. Restricted access, not available, protection of respondent anonymity","-3"
"3496","v161463","-1. INAP, 0,-9 in V161363b","-1"
"1598","v161464","-5. Interview breakoff (sufficient partial IW)","-5"
"2504","v161464","-3. Restricted access, not available, protection of respondent anonymity","-3"
"3497","v161464","-1. INAP, 0,-9 in V161363b","-1"
"1599","v161465","-5. Interview breakoff (sufficient partial IW)","-5"
"2505","v161465","-3. Restricted access, not available, protection of respondent anonymity","-3"
"3498","v161465","-1. INAP, 0,-9 in V161363b","-1"
"1600","v161466","-5. Interview breakoff (sufficient partial IW)","-5"
"2506","v161466","-3. Restricted access, not available, protection of respondent anonymity","-3"
"3499","v161466","-1. INAP, 0,-9  in V161363b","-1"
"1601","v161467","-5. Interview breakoff (sufficient partial IW)","-5"
"2507","v161467","-3. Restricted access, not available, protection of respondent anonymity","-3"
"3500","v161467","-1. INAP, 0,-9  in V161363b","-1"
"1602","v161468","-5. Interview breakoff (sufficient partial IW)","-5"
"2508","v161468","-3. Restricted access, not available, protection of respondent anonymity","-3"
"3501","v161468","-1. INAP, 0,-9  in V161363b","-1"
"1603","v161469","0. Not selected","0"
"2509","v161469","1. Selected","1"
"3502","v161469","-9. Refused question","-9"
"4465","v161469","-5. Interview breakoff (sufficient partial IW)","-5"
"5343","v161469","-1. INAP, 0,-9 in V161363b","-1"
"1604","v161470","0. Not selected","0"
"2512","v161470","1. Selected","1"
"3503","v161470","-9. Refused question","-9"
"4466","v161470","-5. Interview breakoff (sufficient partial IW)","-5"
"5344","v161470","-1. INAP, 0,-9 in V161363b","-1"
"1605","v161471","0. Not selected","0"
"2513","v161471","1. Selected","1"
"3504","v161471","-9. Refused question","-9"
"4467","v161471","-5. Interview breakoff (sufficient partial IW)","-5"
"5345","v161471","-1. INAP, 0,-9 in V161363b","-1"
"1606","v161472","0. Not selected","0"
"2514","v161472","1. Selected","1"
"3505","v161472","-9. Refused question","-9"
"4468","v161472","-5. Interview breakoff (sufficient partial IW)","-5"
"5346","v161472","-1. INAP, 0,-9 in V161363b","-1"
"1607","v161473","0. Not selected","0"
"2515","v161473","1. Selected","1"
"3506","v161473","-9. Refused question","-9"
"4469","v161473","-5. Interview breakoff (sufficient partial IW)","-5"
"5347","v161473","-1. INAP, 0,-9 in V161363b/ 1 in V161363b and  no 5th printed newspaper","-1"
"1608","v161474","0. Not selected","0"
"2516","v161474","1. Selected","1"
"3507","v161474","-9. Refused question","-9"
"4470","v161474","-5. Interview breakoff (sufficient partial IW)","-5"
"5348","v161474","-1. INAP, 0,-9 in V161363b/ 1 in V161363b and  no 6th printed newspaper","-1"
"1609","v161475","0. Not selected","0"
"2517","v161475","1. Selected","1"
"3508","v161475","-9. Refused question","-9"
"4471","v161475","-5. Interview breakoff (sufficient partial IW)","-5"
"5349","v161475","-1. INAP, 0,-9 in V161363b/ 1 in V161363b and  no 7th printed newspaper","-1"
"1616","v161476","0. Not selected","0"
"2518","v161476","1. Selected","1"
"3509","v161476","-9. Refused question","-9"
"4472","v161476","-1. INAP, 0,-9 in V161363b/ 1 in V161363b and  no 8th printed newspaper","-1"
"1617","v161477","0. Not selected","0"
"2519","v161477","1. Selected","1"
"3510","v161477","-1. INAP, 0,-9 in V161363b/ 1 in V161363b and  no 9th printed newspaper","-1"
"1618","v161478","0. Not selected","0"
"2520","v161478","1. Selected","1"
"3511","v161478","-1. INAP, 0,-9 in V161363b/ 1 in V161363b and  no 10th printed newspaper","-1"
"1619","v161479","0. Not selected","0"
"2521","v161479","1. Selected","1"
"3512","v161479","-1. INAP, 0,-9 in V161363b/ 1 in V161363b and  no 11th printed newspaper","-1"
"1620","v161480","0. Not selected","0"
"2522","v161480","1. Selected","1"
"3513","v161480","-9. Refused question","-9"
"4473","v161480","-5. Interview breakoff (sufficient partial IW)","-5"
"5350","v161480","-1. INAP, 0,-9 in V161363b","-1"
"1621","v161481","0. Not selected","0"
"2523","v161481","1. Selected","1"
"3514","v161481","-9. Refused question","-9"
"4474","v161481","-5. Interview breakoff (sufficient partial IW)","-5"
"5351","v161481","-1. INAP, 0,-9 in V161363b","-1"
"1622","v161482","0. Not selected","0"
"2524","v161482","1. Selected","1"
"3515","v161482","-9. Refused question","-9"
"4475","v161482","-5. Interview breakoff (sufficient partial IW)","-5"
"5352","v161482","-1. INAP, 0,-9 in V161363b","-1"
"1623","v161483","0. Not selected","0"
"2525","v161483","1. Selected","1"
"3516","v161483","-9. Refused question","-9"
"4476","v161483","-5. Interview breakoff (sufficient partial IW)","-5"
"5353","v161483","-1. INAP, 0,-9 in V161363b","-1"
"1624","v161484","0. Not selected","0"
"2526","v161484","1. Selected","1"
"3517","v161484","-9. Refused question","-9"
"4477","v161484","-5. Interview breakoff (sufficient partial IW)","-5"
"5354","v161484","-1. INAP, 0,-9 in V161363b","-1"
"1625","v161485","0. Not selected","0"
"2527","v161485","1. Selected","1"
"3518","v161485","-9. Refused question","-9"
"4478","v161485","-5. Interview breakoff (sufficient partial IW)","-5"
"5355","v161485","-1. INAP, 0,-9 in V161363b","-1"
"1626","v161486","0. Not selected","0"
"2528","v161486","1. Selected","1"
"3519","v161486","-9. Refused question","-9"
"4479","v161486","-5. Interview breakoff (sufficient partial IW)","-5"
"5356","v161486","-1. INAP, 0,-9 in V161363b/ no 5th newspaper","-1"
"1627","v161487","0. Not selected","0"
"2529","v161487","1. Selected","1"
"3520","v161487","-9. Refused question","-9"
"4480","v161487","-5. Interview breakoff (sufficient partial IW)","-5"
"5357","v161487","-1. INAP, 0,-9 in V161363b/ no 6th newspaper","-1"
"1628","v161488","0. Not selected","0"
"2530","v161488","1. Selected","1"
"3521","v161488","-9. Refused question","-9"
"4481","v161488","-5. Interview breakoff (sufficient partial IW)","-5"
"5358","v161488","-1. INAP, 0,-9 in V161363b/ no 7th newspapear","-1"
"1629","v161489","0. Not selected","0"
"2531","v161489","1. Selected","1"
"3522","v161489","-9. Refused question","-9"
"4482","v161489","-1. INAP, 0,-9 in V161363b/ no 8th newspaper","-1"
"1630","v161490","0. Not selected","0"
"2532","v161490","1. Selected","1"
"3523","v161490","-1. INAP, 0,-9 in V161363b/ no 9th newspaper","-1"
"1631","v161491","0. Not selected","0"
"2533","v161491","1. Selected","1"
"3524","v161491","-1. INAP, 0,-9 in V161363b/ no 10th newspaper","-1"
"1632","v161492","0. Not selected","0"
"2534","v161492","1. Selected","1"
"3525","v161492","-1. INAP, 0,-9 in V161363b/ no 11th newspaper","-1"
"1633","v161493","0. Not selected","0"
"2535","v161493","1. Selected","1"
"3526","v161493","-9. Refused question","-9"
"4483","v161493","-5. Interview breakoff (sufficient partial IW)","-5"
"5359","v161493","-1. INAP, 0,-9 in V161363b","-1"
"1634","v161494","0. Not selected","0"
"2536","v161494","1. Selected","1"
"3527","v161494","-9. Refused question","-9"
"4484","v161494","-5. Interview breakoff (sufficient partial IW)","-5"
"5360","v161494","-1. INAP, 0,-9 in V161363b","-1"
"1635","v161495","0. None","0"
"2537","v161495","1. One day","1"
"3528","v161495","2. Two days","2"
"4485","v161495","3. Three days","3"
"5361","v161495","4. Four days","4"
"6160","v161495","5. Five days","5"
"7148","v161495","6. Six days","6"
"874","v161495","7. Seven days","7"
"959","v161495","-9. Refused","-9"
"1027","v161495","-5. Interview breakoff (sufficient partial IW)","-5"
"3610","v161496","-9. Refused","-9"
"3710","v161496","-5. Interview breakoff (sufficient partial IW)","-5"
"1636","v161497","0. Not correct","0"
"2538","v161497","1. Correct","1"
"3529","v161497","-9. Refused","-9"
"4486","v161497","-5. Interview breakoff (sufficient partial IW)","-5"
"1637","v161498","0. Not correct","0"
"2539","v161498","1. Correct","1"
"3530","v161498","-9. Refused","-9"
"4487","v161498","-5. Interview breakoff (sufficient partial IW)","-5"
"1638","v161499","0. Not correct","0"
"2540","v161499","1. Correct","1"
"3531","v161499","-9. Refused","-9"
"4488","v161499","-5. Interview breakoff (sufficient partial IW)","-5"
"1639","v161500","0. Not correct","0"
"2541","v161500","1. Correct","1"
"3532","v161500","-9. Refused","-9"
"4489","v161500","-5. Interview breakoff (sufficient partial IW)","-5"
"1640","v161501","0. Not correct","0"
"2542","v161501","1. Correct","1"
"3533","v161501","-9. Refused","-9"
"4490","v161501","-5. Interview breakoff (sufficient partial IW)","-5"
"1641","v161502","0. Not correct","0"
"2543","v161502","1. Correct","1"
"3534","v161502","-9. Refused","-9"
"4491","v161502","-5. Interview breakoff (sufficient partial IW)","-5"
"1642","v161503","0. Not correct","0"
"2544","v161503","1. Correct","1"
"3535","v161503","-9. Refused","-9"
"4492","v161503","-5. Interview breakoff (sufficient partial IW)","-5"
"1643","v161504","0. Not correct","0"
"2545","v161504","1. Correct","1"
"3536","v161504","-9. Refused","-9"
"4493","v161504","-5. Interview breakoff (sufficient partial IW)","-5"
"1644","v161505","0. Not correct","0"
"2546","v161505","1. Correct","1"
"3537","v161505","-9. Refused","-9"
"4494","v161505","-5. Interview breakoff (sufficient partial IW)","-5"
"1645","v161506","0. Not correct","0"
"2547","v161506","1. Correct","1"
"3538","v161506","-9. Refused","-9"
"4495","v161506","-5. Interview breakoff (sufficient partial IW)","-5"
"1646","v161507","1. Agree strongly","1"
"2548","v161507","2. Agree somewhat","2"
"3539","v161507","3. Neither agree nor disagree","3"
"4496","v161507","4. Disagree somewhat","4"
"5362","v161507","5. Disagree strongly","5"
"6161","v161507","-9. Refused","-9"
"7149","v161507","-5. Interview breakoff (sufficient partial IW)","-5"
"1647","v161508","1. Agree strongly","1"
"2549","v161508","2. Agree somewhat","2"
"3540","v161508","3. Neither agree nor disagree","3"
"4497","v161508","4. Disagree somewhat","4"
"5363","v161508","5. Disagree strongly","5"
"6162","v161508","-9. Refused","-9"
"7150","v161508","-5. Interview breakoff (sufficient partial IW)","-5"
"1648","v161509","1. Agree strongly","1"
"2550","v161509","2. Agree somewhat","2"
"3541","v161509","3. Neither agree nor disagree","3"
"4498","v161509","4. Disagree somewhat","4"
"5364","v161509","5. Disagree strongly","5"
"6163","v161509","-9. Refused","-9"
"7151","v161509","-5. Interview breakoff (sufficient partial IW)","-5"
"1649","v161510","1. Agree strongly","1"
"2551","v161510","2. Agree somewhat","2"
"3542","v161510","3. Neither agree nor disagree","3"
"4499","v161510","4. Disagree somewhat","4"
"5365","v161510","5. Disagree strongly","5"
"6164","v161510","-9. Refused","-9"
"7152","v161510","-5. Interview breakoff (sufficient partial IW)","-5"
"1650","v161511","1. Heterosexual or straight","1"
"2552","v161511","2. Homosexual or gay (or lesbian)","2"
"3543","v161511","3. Bisexual","3"
"4500","v161511","-9. Refused","-9"
"5366","v161511","-5. Interview breakoff (sufficient partial IW)","-5"
"1651","v161512","1. Yes","1"
"2553","v161512","2. No","2"
"3544","v161512","-9. Refused","-9"
"4501","v161512","-5. Interview breakoff (sufficient partial IW)","-5"
"2812","v161513","-9. Refused","-9"
"2912","v161513","-5. Interview breakoff (sufficient partial IW)","-5"
"1652","v161514","1. Foreign aid","1"
"2554","v161514","2. Medicare","2"
"3545","v161514","3. National defense","3"
"4502","v161514","4. Social Security","4"
"5367","v161514","-9. Refused","-9"
"6165","v161514","-5. Interview breakoff (sufficient partial IW)","-5"
"1653","v161515","1. Democrats","1"
"2555","v161515","2. Republicans","2"
"3546","v161515","-9. Refused","-9"
"4503","v161515","-5. Interview breakoff (sufficient partial IW)","-5"
"1654","v161516","1. Democrats","1"
"2556","v161516","2. Republicans","2"
"3547","v161516","-9. Refused","-9"
"4504","v161516","-5. Interview breakoff (sufficient partial IW)","-5"
"1655","v161522","1. Extremely satisfied","1"
"2557","v161522","2. Very satisfied","2"
"3548","v161522","3. Moderately satisfied","3"
"4505","v161522","4. Slightly satisfied","4"
"5368","v161522","5. Not satisfied at allrun","5"
