Number,Name
ABORT_FINOPP,POST: REV How much R oppose abortion legal in finan hardship cases
ABORT_FINLN,POST: REV Lean fav/oppose abortion legal in finan hardship cases
ABORT_FIN_X,POST: SUMMARY- Favor abortion legal for cases of financial hardship
ABORT_SEX,POST: REV Abortion: R favor/oppose legal to select child gender
ABORT_SEXFAV,POST: REV How much R favor abortn legal to select child gender
ABORT_SEXOPP,POST: REV How much R oppose abortn legal to select child gender
ABORT_SEXLN,POST: REV R lean favor/opp abortn legal to select child gender
ABORT_SEX_X,POST: SUMMARY- Favor abortion legal to select child gender
ABORT_CHOICE,POST: Abortion: favor/oppose legal as woman's choice
ABORT_CHOICEFAV,POST: How much R favor abortion legal as woman's choice
ABORT_CHOICEOPP,POST: How much R oppose abortn legal as woman's choice
ABORT_CHOICELN,POST: R lean favor/opp abortion legal as woman's choice
ABORT_CHOICE_X,POST: SUMMARY- Favor abortion legal as woman's choice
GOVROLE_BIG,POST: Govt bigger because too involved OR bigger problems
GOVROLE_MARKET,POST: Need strong govt for complex problems OR free market
GOVROLE_LESSMORE,POST: Less govt better OR more that govt should be doing
GOVROLE_REGBUS,POST: Regulation of Business
DISCUSS_DISC,POST: Ever discuss politics with family or friends
DISCUSS_DISCPSTWK,POST: Days in past week discussed politics
MORMON_XN,POST: Mormon a Christian religion
MORMON_KNOWN,POST: Mormon people you know
MORMON_BELIEFS,POST: Mormon common beliefs with self
FACTOR_RPCREL,POST: Pres cand aversion-pref factor: Mitt Romney's Mormon relig
FACTOR_DPCRACE,POST: Pres cand aversion-pref factor: Barack Obama's race
FACTOR_AHCARE,POST: Pcand factor: the Affordable Health Care Act or 'Obamacare'
FACTOR_ECON,POST: Pres cand aversion-pref factor: the economy
FACTOR_FPOL,POST: Pres cand aversion-pref factor: foreign policy
FACTOR_DPCREL,POST: Pres cand aversion-preference factor: Dem Pres cand relig
FACTOR_RPCWLTH,POST: Pres cand aversion-preference factor: Mitt Romney's wealth
FACTOR_PCDEM,POST: Pres cand aver-pref factor: the fact that Obama is Democrat
FACTOR_PCREP,POST: Pres cand aver-pref factor:the fact that Romney is Republican
PTYDIFF_DIFF,POST: Important differences in what major parties stand for
PTYCONS_CONS,POST: Is one of the parties more conservative than the other
PTYCONS_PTYCONSWH,POST: Which is the party that is more conservative
SCOURT_ELIM,POST: Do away with the Supreme Court
SCOURT_ELIMSTR,POST: Do away with court - strength
SCOURT_ELIMLN,POST: Do away with court - lean
SCOURT_ELIM_X,POST: SUMMARY- Should the Supreme Court be done away with
SCOURT_REMOVE,POST: Remove Supreme Court Judges
SCOURT_REMOVESTR,POST: Remove Supreme Court Judges -- strength
SCOURT_REMOVELN,POST: Remove Supreme Court Judges - lean
SCOURT_REMOVE_X,POST: SUMMARY- Should it be possible to remove Supreme Ct judges
INVOLV_COMMUNWK,POST: Has R done community work in past 12 months
INVOLV_GOVOFFIC,POST: Has R contacted official to express view in past 12 mo
INVOLV_COMMMTG,POST: Did R attend meeting on school/community issue past 12 mo
INVOLV_NUMORGS,POST: Number of organizations in which R is a member
INVOLV_VOLTR,POST: Has R done any volunteer work in past 12 months
INVOLV_CHARITY,POST: Has R contributed to church or charity in past 12 mo
LINK_BLACK,POST: Black R: life be affected by what happens to blacks
LINK_BLACKAMT,POST: Black R: how much life affected by what happens to blacks
LINK_HISP,POST: Hisp R: life be affected by what happens to Hispanics
LINK_HISPAMT,POST: Hisp R: how much life affected by what happens to Hisps
LINK_WHITE,POST: White R: life be affected by what happens to whites
LINK_WHITEAMT,POST: White R: how much life affected by what happens to whites
LINK_WOM,POST: Female R: life be affected by what happens to women
LINK_WOMAMT,POST: Female R: how much life affected by what happens to women
LINK_OTH,POST: Life affected by what happens to other people
LINK_OTHAMT,POST: How much life affected by what happens to others
TRAD_ADJUST,POST: Agree/disagree: world is changing and we should adjust
TRAD_LIFESTYLE,POST: Agree/disagree: newer lifestyles breaking down society
TRAD_TOLERANT,POST: Agree/disagree: be more tolerant of other moral stds
TRAD_FAMVAL,POST: Agree/disagree: more emphasis on traditional family values
RESENT_WORKWAY,POST: Agree/disagree: blacks shd work way up w/o special favors
RESENT_SLAVERY,POST: Agree/disagree: past slavery make more diff for blacks
RESENT_DESERVE,POST: Agree/disagree: blacks have gotten less than deserve
RESENT_TRY,POST: Agree/disagree: blacks must try harder to get ahead
TRUSTGVPO_CROOK,POST: How many in government are crooked
EFFICPO_COMPLICSTD,POST: [STD] Politics/govt too complicated to understand
EFFICPO_UNDSTD,POST: [STD] Good understanding of political issues
EFFICPO_CARESTD,POST: [STD] Publ officials don't care what people think
EFFICPO_SAYSTD,POST: [STD] Have no say about what govt does
EFFICPO_COMPLICREV,POST: [REV] Politics/govt too complicatd to understand
EFFICPO_UNDREV,POST: [REV] Good understanding of political issues
EFFICPO_CAREREV,POST: [REV] Publ officials don't care what peopl think
EFFICPO_SAYREV,POST: [REV] Have no say about what govt does
EFFICPO_BOTHSIDE,POST: How often see both disagreeing parties as right
ELECTINTPO_COUNTFAIR,POST: Electoral integrity Post: are votes counted fairly
ELECTINTPO_JRNLFAIR,POST: Electoral integrity Post: is journalist coverage fair
ELECTINTPO_ELECOFFFAIR,POST: Electoral integrity Post: are election officials fair
ELECTINTPO_RICHBUY,POST: Electoral integrity Post: do the rich buy elections
ELECTINTPO_VOTECHC,POST: Electoral integrity Post: do voters have a genuine choice
WOMEN_BOND,POST: Easier or harder for working mother to bond with child
WOMEN_BONDEA,POST: How much easier for working mother to bond with child
WOMEN_BONDHA,POST: How much harder for working mother to bond with child
WOMEN_BOND_X,POST: SUMMARY- Working mother's bond with child
WOMEN_WORKS,POST: Better if man works and woman takes care of home
WOMEN_WORKSBETTER,POST: How much better if man works and woman at home
WOMEN_WORKSWORSE,POST: How much worse if man works and woman at home
WOMEN_WORKS_X,POST: SUMMARY- Better if man works and woman takes care of home
MODSEX_DISCAMT,POST: Discrimination against women
MODSEX_MEDIA,POST: Media pay more attention to discrimination
MODSEX_MEDIAMORE,POST: How much more attn should media pay to discrim against women
MODSEX_MEDIALESS,POST: How much less attn should media pay to discrim against women
MODSEX_MEDIA_X,POST: SUMMARY- How much attn media should pay to discrim against women
MODSEX_SPECIAL,POST: Do women demanding equality seek special favors
MODSEX_DISC,POST: How often do hiring and promotion discriminate agst women
MODSEX_PROB,POST: Do women complaining about discrim cause more problems
MODSEX_OPPOR,POST: Do women or men have more opport for achievmt in the U.S.
MODSEX_MENMORE,POST: How much more opportunities for achievement do men have
MODSEX_WOMMORE,POST: How much more opportunities for achievement do women have
MODSEX_OPPOR_X,POST: SUMMARY- Opportunities compared for women and men
AAPOST_HIRE,POST: For or against preferential hiring/promotion of blacks
AAPOST_HIRE_OTHTXT,POST: Other specify - for or against pref hiring/promotion of blacks
AAPOST_HIREFAV,POST: Strength favor preferential hiring/promotion of blacks
AAPOST_HIREOPP,POST: Strength oppose preferential hiring/promotion blacks
AAPOST_HIRE_X,POST: SUMMARY- Favor preferential hiring and promotion of blacks
AUTH_IND,POST: Child trait more important: independence or respect
AUTH_CUR,POST: Child trait more important: curiosity or good manners
AUTH_OBED,POST: Child trait more important: obedience or self-reliance
AUTH_CONSID,POST: Child trait more important: considerate or well-behaved
EGAL_EQUAL,POST: Society should make sure everyone has equal opportunity
EGAL_TOOFAR,POST: We have gone too far pushing equal rights
EGAL_BIGPROB,POST: Its a big problem that we dont give equal chance to succeed
EGAL_WORRYLESS,POST: We'd be better off if worried less about equality
EGAL_NOTBIGPROB,POST: Not a big problem if some have more chance in life
EGAL_FEWERPROBS,POST: If people were treated more fairly would be fewer probs
COG_OPINIONS,"POST: Does R have opinions about many, some or few things"
COG_OPIN,POST: Does R have fewer or more opinions than average person
COG_OPINFEW,POST: R have a lot or somewhat fewer opinions than average
COG_OPINMORE,POST: R have a lot or somewhat more opinions than average
COG_OPIN_X,POST: SUMMARY- Number of opinions R has compared to average person
NONMAIN_BORN,POST: Was the President born in the U.S.
NONMAIN_ENDLIFE,POST: Does Health Care Act authorize end-of-life decision
NONMAIN_GOVT911,POST: DId the U.S. government know about 9/11 in advance
NONMAIN_BIAS,POST: Does the Administration favor blacks or whites
NONMAIN_HURRIC,POST: Did the govt direct Katrina flooding into poor areas
CSES_EXPHLTH,POST: CSES: Public expenditure Health
CSES_EXPEDUC,POST: CSES: Public expenditure: eduction
CSES_EXPUNEMP,POST: CSES: Public expenditure: unemployment benefits
CSES_EXPDEF,POST: CSES: Public expenditure: defense
CSES_EXPSS,POST: CSES: Public expenditure: pensions
CSES_EXPBUSIND,POST: CSES: Public expenditure: business and industry
CSES_EXPPOLC,POST: CSES: Public expenditure: police and law enforcement
CSES_EXPWELF,POST: CSES: Public expenditure: welfare benefits
CSES_IMPSTDLIV,POST: CSES: CSES: Improving standard of living
CSES_ECON,POST: CSES: State of economy
CSES_ECONB,POST: CSES: State of economy better
CSES_ECONW,POST: CSES: State of economy worse
CSES_GOVTACT,POST: CSES: Govt action income inequality
CSES_DIFFPOWER,POST: CSES: 5pt scale: make a difference who is in power
CSES_DIFFVOTE,POST: CSES: 5pt scale: make a difference who one votes for
CSES_DPTYLIKE,POST: CSES: 10pt scale: like-dislike Democratic Party
CSES_RPTYLIKE,POST: CSES: 10pt scale: like-dislike Republican Party
CSES_RPCLIKE,POST: CSES: 10pt scale: like-dislike Republican Pres cand
CSES_DPCLIKE,POST: CSES: 10pt scale: like-dislike Democratic Pres cand
CSES_DPTYLEFT,POST: CSES: 10pt scale: left-right Democratic Party
CSES_RPTYLEFT,POST: CSES: 10pt scale: left-right Republican Party
CSES_SELFLEFT,POST: CSES: 10pt scale: left-right self placement
CSES_SATISDEM,POST: CSES: Satisfied with way democracy works in the U.S
CSES_CLOSEPTY,POST: CSES: Close to any political party
CSES_PTYMORE,POST: CSES: Closer to one party
CSES_PTYCLOST,POST: CSES: Which party R is closest to
CSES_PTYCLOST_OTH,POST: RESTRICTED: CSES: Party closest to
CSES_DEGCLOSE,POST: CSES: Degree closeness
CSES_CONTCT,POST: CSES: Mobilization: institutional contact
CSES_FTF,POST: CSES: Mobilization: institutional contact - in person
CSES_MAIL,POST: CSES: Mobilization: institutional contact - by mail
CSES_PHONE,POST: CSES: Mobilization: institutional contact - by phone
CSES_TXTMSG,POST: CSES: Mobilization: institutional contact - text messaging
CSES_EMAIL,POST: CSES: Mobilization: institutional contact - email
CSES_SOCNET,POST: CSES: Mobilization: institutional contact - social network
CSES_PTYCONT_1ST,POST: FTF ONLY: CSES: Mobilization: institutional contact mention 1
CSES_PTYCONT_2ND,POST: FTF ONLY: CSES: Mobilization: institutional contact mention 2
CSES_PTYCONT_3RD,POST: FTF ONLY: CSES: Mobilization: institutional contact mention 3
CSES_PTYCONT_4TH,POST: FTF ONLY: CSES: Mobilization: institutional contact mention 4
CSES_PTYCONT_5TH,POST: FTF ONLY: CSES: Mobilization: institutional contact mention 5
CSES_PTYCONT_DC,POST: CSES: Mobilization: institutional contact Democratic candidate
CSES_PTYCONT_RC,POST: CSES: Mobilization: institutional contact Republican candidate
CSES_PTYCONT_DP,POST: CSES: Mobilization: institutional contact Democratic party
CSES_PTYCONT_RP,POST: CSES: Mobilization: institutional contact Republican party
CSES_PTYCONT_OTHCONT,POST: CSES: Mobilization: institutional contact Other
CSES_PTYCONT_OTHTXT,POST: Other Specify- CSES Mobilization: institutional contact
CSES_PTYCONT_DKRF,POST: CSES: Mobilization: institutional contact DK/RF
CSES_PERSUADE,POST: CSES: Mobilization: personal contact
CSES_PERSFTF,POST: CSES: Mobilization: personal contact - in person
CSES_PERSMAIL,POST: CSES: Mobilization: personal contact - by mail
CSES_PERSPH,POST: CSES: Mobilization: personal contact - by phone
CSES_PERSTXT,POST: CSES: Mobilization: personal contact - text message
CSES_PERSEML,POST: CSES: Mobilization: personal contact - email
CSES_PERSWEB,POST: CSES: Mobilization: personal contact - social network
CSES_MOBPH,POST: CSES: Mobilization: sign up online information or alerts
CSES_POLIINFONE,POST: CSES: Political information - Secy Treasury
CSES_POLINFTWO_RATE,POST: CSES: Political information - number used for unemployment rate
CSES_POLINFTWO_DATE,POST: CSES: Political information - date used for date of unempl rate
CSES_POLINFTWO,POST: CSES: Political information - unemployment rate
CSES_POLIINFTHREE,POST: CSES: Political information - party 2nd in House seats won
CSES_POLIINFFOUR,POST: CSES: Political information - Secy of the U.N.
CSES_INCREDUC,POST: CSES: Household income in next 12 months
CSES_OWNRESID,POST: CSES: Ownership: residence
CSES_OWNOTH,POST: CSES: Ownership: real estate
CSES_OWNSTCK,POST: CSES: Ownership: stocks or bonds
CSES_OWNSAVG,POST: CSES: Ownership: savings
CSES_DIFFJOB,POST: CSES: R find another job
CSES_SPDIFFJB,POST: CSES: Spouse/partner find another job
DHS_THREAT,POST: DHS: Does federal govt pose a threat to citizens
DHS_THREATAMT,POST: DHS: How much of a threat does federal govt pose to citizens
DHS_APPTERR,POST: DHS: Approve/disappr govt efforts to reduce terrorism
DHS_APPTERRMCH,POST: DHS: How much approve efforts to reduce terrorism
DHS_DISTERRMCH,POST: DHS: How much disapprove efforts to reduce terrorism
DHS_ATTACK,POST: DHS: Likely terrorist attack killing 100/more in nxt yr
DHS_TORTURE,POST: DHS: Favor or oppose torture for suspected terrorists
DHS_TORTUREFAV,POST: DHS: How much favor torture for suspected terrorists
DHS_TORTUREOPP,POST: DHS: How much oppose torture for suspected terrorists
POHISP_HISPNEWS,POST: HISPANIC: news in English or Spanish
POHISP_HISPNEWS_OTHTXT,POST: HISPANIC: Other specify- news in English or Spanish
POHISP_USELANG,POST: HISPANIC: how much R uses English or Spanish
POHISP_RENGLISH,POST: HISPANIC : not English-only -converse well in English
POHISP_RENGLISH_OTHTXT,POST: HISPANIC: Oth spec- how well speak in English (not English only)
POHISP_RSPANISH,POST: HISPANIC: not Spanish-only: converse well in Spanish
POHISP_RSPANISH_OTHTXT,POST: HISPANIC: Oth spec- how well speak in Spanish (not Spanish only)
POHISP_KEEPSPAN,POST: HISPANIC: how important to speak Spanish
POHISP_READENG,POST: HISPANIC: how impt to read and write English in U.S.
POHISP_SPEAKENG,POST: HISPANIC: how important to speak English in US
POHISP_IMPASSIM,POST: HISPANIC: how important to blend in
POHISP_IMPDISTINCT,POST: HISPANIC: how important to maintain culture
POHISP_CNCTCNTRY,POST: HISPANIC: how often contact with ancestral country
POHISP_VISCNTRY,POST: HISPANIC: how often visit ancestral country
POHISP_MONEYCNTRY,POST: HISPANIC: how often send money ancestral country
POHISP_POLCNTRY,POST: HISPANIC: attn to politics in ancestral country
POHISP_VOTECNTRY,POST: HISPANIC: did R ever vote in ancestral country
CASISTARTPO_IWRSET4,POST: FTF CASI ONLY: SETUP TEST- Does R have a dog
CASISTARTPO_IWRSET6,POST: FTF CASI ONLY: SETUP TEST- What R ate for breakfast
FTCASI_ASIAN,POST: CASI/WEB: Feeling thermometer: ASIAN-AMERICANS
FTCASI_HISP,POST: CASI/WEB: Feeling thermometer: HISPANICS
FTCASI_BLACK,POST: CASI/WEB: Feeling thermometer: BLACKS
FTCASI_ILLEGAL,POST: CASI/WEB: Feeling thermometer: ILLEGAL IMMIGRANTS
FTCASI_WHITE,POST: CASI/WEB: Feeling thermometer: WHITES
RACECASI_INFWHITE,POST: CASI/WEB: How much influence do whites have in U.S. politics
RACECASI_INFBLACKS,POST: CASI/WEB: How much influence do blacks have in U.S. politics
RACECASI_INFHISP,POST: CASI/WEB: How much influence do Hisp have in U.S. politics
RACECASI_SYMPBLACKS,POST: CASI/WEB: How often has felt sympathy for blacks
RACECASI_ADMBLACKS,POST: CASI/WEB: How often has felt admiration for blacks
IDENT_HISPID,POST: CASI/WEB: How important is being Hispanic to identity
IDENT_WHITEID,POST: CASI/WEB: How important is being White to identity
IDENT_BLACKID,POST: CASI/WEB: How important is being Black to identity
IDENT_NATIVEID,POST: RESTRICTED: CASI/WEB: How important is being Native Am to identity
IDENT_ASIANID,POST: RESTRICTED: CASI/WEB: How important is being Asian to identity
IDENT_PACIFID,POST: RESTRICTED: CASI/WEB: How important is being Pacific Islander to identity
IDENT_OTHERID,POST: CASI/WEB: How important is being Other to identity
IDENT_RELIGID_GROUP,POST: CASI/WEB: Religious group for importance of religious identity
IDENT_RELIGID,POST: CASI/WEB: How important is religious identification to identity
IDENT_AMERID,POST: CASI/WEB: How important is being American to identity
INEQINC_INEQGB,POST: CASI/WEB: Is increased income inequality in U.S. good
INEQINC_INEQREDUC,POST: CASI/WEB: Does R favor-oppose govt reducing income ineqality
STYPE_HWKWHITE,POST: CASI/WEB: stereotype: Whites hardworking
STYPE_HWKBLACK,POST: CASI/WEB: Stereotype: Blacks hardworking
STYPE_HWKHISP,POST: CASI/WEB: Stereotype: Hispanics hardworking
STYPE_HWKASIAN,POST: CASI/WEB: Stereotype: Asians hardworking
STYPE_INTWHITE,POST: CASI/WEB: Stereotype: Whites intelligent
STYPE_INTBLACK,POST: CASI/WEB: Stereotype: Blacks intelligent
STYPE_INTHISP,POST: CASI/WEB: Stereotype: Hispanics intelligent
STYPE_INTASIAN,POST: CASI/WEB: Stereotype: Asians intelligent
TIPI_EXTRA,"POST: CASI/WEB: TIPI extraverted, enthusiastic"
TIPI_CRIT,"POST: CASI/WEB: TIPI critical, quarrelsome"
TIPI_DEP,"POST: CASI/WEB: TIPI dependable, self-disciplined"
TIPI_ANX,"POST: CASI/WEB: TIPI anxious, easily upset"
TIPI_OPEN,POST: CASI/WEB: TIPI open to new experiences
TIPI_RESV,"POST: CASI/WEB: TIPI reserved, quiet"
TIPI_WARM,"POST: CASI/WEB: TIPI sympathetic, warm"
TIPI_DISORG,"POST: CASI/WEB: TIPI disorganized, careless"
TIPI_CALM,"POST: CASI/WEB: TIPI calm, emotionally stable"
TIPI_CONV,"POST: CASI/WEB: TIPI conventional, uncreative"
INCPO_TOTINC,POST: RESTRICTED: CASI/WEB: WEB Total income amount
INCPO_TOTMISS40,POST: CASI/WEB: Total income amt missing - is it ge or lt 40K
INCPO_TOTMISS20,POST: CASI/WEB: Total income amt missing - is it ge or lt 20K
INCPO_TOTL20,POST: CASI/WEB: Total income amt missing - is it categories lt 20K
INCPO_TOTG20L40,POST: CASI/WEB: Total income amt missing - is it categories 20-40K
INCPO_TOTMISS70,POST: CASI/WEB: Total income amt missing - is it ge or lt 70K
INCPO_TOTG40L70,POST: CASI/WEB: Total income amt missing - is it categories 40-70K
INCPO_TOTMISS100,POST: CASI/WEB: Total income amt missing - is it ge or lt 100K
INCPO_TOTG70L100,POST: CASI/WEB: Total income amt missng - is it categories 70-100K
INCPO_TOTG100,POST: CASI/WEB: Total income amt missing - is it categories 100+K
INCGROUP_PREPOST,CASI/WEB: PREPOST SUMMARY- Family income
DISCRIM_BLACKS,POST: CASI/WEB: Discrimination in the U.S. against Blacks
DISCRIM_HISPANICS,POST: CASI/WEB: Discrimination in the U.S. against Hispanics
DISCRIM_WHITES,POST: CASI/WEB: Discrimination in the U.S. against Whites
DISCRIM_GAYS,POST: CASI/WEB: Discrimination in the U.S. against Gays and Lesbians
DISCRIM_WOMEN,POST: CASI/WEB: Discrimination in the U.S. against Women
DISCRIM_SELF,POST: CASI/WEB: How much discrimination has R faced personal
RSTYPE_VIOLCATH,POST: WEB ONLY: religious stereotype violent - Catholics
RSTYPE_VIOLPROT,POST: WEB ONLY: religious stereotype violent - Protestants
RSTYPE_VIOLMUSL,POST: WEB ONLY: religious stereotype violent - Muslims
RSTYPE_VIOLMORM,POST: WEB ONLY: religious stereotype violent - Mormons
RSTYPE_VIOLNONREL,POST: WEB ONLY: religious stereotype violent - nonreligious
RSTYPE_PATRCATH,POST: WEB ONLY: religious stereotype patriotic - Catholcs
RSTYPE_PATRMUSL,POST: WEB ONLY: religious stereotype patriotic - Muslims
RSTYPE_PATRMORM,POST: WEB ONLY: religious stereotype patriotic - Mormons
RSTYPE_PATRPROT,POST: WEB ONLY: religious stereotype patriotic - Protestants
RSTYPE_PATRNONREL,POST: WEB ONLY: religious stereotype patriotic - non-religious
